millis,mx,my,mz
2025-04-14 12:49:54.866472,-8.679199,22.607422,-73.999023
2025-04-14 12:49:54.879472,-8.264160,22.949219,-73.291016
2025-04-14 12:49:54.892472,-8.422852,22.326660,-73.388672
2025-04-14 12:49:54.905472,-8.862305,22.253418,-73.571777
2025-04-14 12:49:54.918472,-8.740234,22.778320,-73.107910
2025-04-14 12:49:54.931472,-8.508301,22.656250,-73.498535
2025-04-14 12:49:54.944472,-8.764648,22.326660,-73.535156
2025-04-14 12:49:54.956472,-8.703613,22.167969,-73.022461
2025-04-14 12:49:54.969472,-8.959961,22.314453,-74.682617
2025-04-14 12:49:54.982472,-8.776855,21.984863,-74.768066
2025-04-14 12:49:54.995472,-9.252930,22.229004,-73.913574
2025-04-14 12:49:55.008472,-9.020996,22.033691,-75.036621
2025-04-14 12:49:55.021472,-9.143066,22.717285,-74.365234
2025-04-14 12:49:55.034472,-8.923340,22.534180,-74.218750
2025-04-14 12:49:55.047472,-9.326172,22.473145,-75.146484
2025-04-14 12:49:55.060472,-9.692383,22.326660,-76.074219
2025-04-14 12:49:55.073472,-9.521484,22.009277,-74.218750
2025-04-14 12:49:55.086472,-8.520508,21.838379,-75.280762
2025-04-14 12:49:55.098472,-9.057617,21.276855,-74.450684
2025-04-14 12:49:55.111472,-8.679199,21.801758,-74.731445
2025-04-14 12:49:55.124472,-8.972168,22.082520,-75.195312
2025-04-14 12:49:55.137472,-8.715820,22.351074,-75.109863
2025-04-14 12:49:55.150472,-8.996582,22.314453,-74.548340
2025-04-14 12:49:55.163472,-8.935547,22.314453,-75.415039
2025-04-14 12:49:55.176472,-8.654785,22.106934,-75.305176
2025-04-14 12:49:55.189472,-9.033203,22.326660,-76.342773
2025-04-14 12:49:55.202472,-8.557129,21.606445,-76.330566
2025-04-14 12:49:55.215472,-8.459473,21.667480,-76.757812
2025-04-14 12:49:55.227472,-8.520508,21.972656,-74.304199
2025-04-14 12:49:55.240472,-8.801270,21.911621,-76.501465
2025-04-14 12:49:55.253472,-8.422852,22.058105,-75.439453
2025-04-14 12:49:55.266472,-8.776855,21.826172,-76.574707
2025-04-14 12:49:55.279472,-9.204102,22.375488,-77.331543
2025-04-14 12:49:55.292472,-8.898926,22.412109,-76.489258
2025-04-14 12:49:55.305472,-8.337402,22.216797,-76.098633
2025-04-14 12:49:55.318472,-9.155273,21.557617,-76.147461
